date,product_id,quantity,lag_1,lag_2,lag_3,lag_7,rolling_mean_7,rolling_std_7,diff_1,day_of_week,month,is_weekend,is_black_friday_month
2673,2017-10-09,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.7867957924694432,2.0,0,10,0,0
2683,2017-10-10,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,2.0,0.0,0.0,0.0,0.5714285714285714,0.7867957924694432,-1.0,1,10,0,0
2693,2017-10-11,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,2.0,0.0,1.0,0.5714285714285714,0.7867957924694432,0.0,2,10,0,0
2703,2017-10-12,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,1.0,2.0,0.0,0.7142857142857143,0.7559289460184546,0.0,3,10,0,0
2713,2017-10-13,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,1.0,1.0,0.0,0.7142857142857143,0.7559289460184546,-1.0,4,10,0,0
2723,2017-10-14,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,1.0,1.0,0.0,0.8571428571428571,0.6900655593423544,1.0,5,10,1,0
2733,2017-10-15,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,0.0,1.0,0.0,1.0,0.577350269189626,0.0,6,10,1,0
2743,2017-10-16,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,1.0,0.0,2.0,0.7142857142857143,0.4879500364742669,-1.0,0,10,0,0
2753,2017-10-17,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.4879500364742669,1.0,1,10,0,0
2763,2017-10-18,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,0.0,1.0,1.0,0.7142857142857143,0.4879500364742669,0.0,2,10,0,0
2773,2017-10-19,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,1.0,0.0,1.0,0.7142857142857143,0.4879500364742669,0.0,3,10,0,0
2783,2017-10-20,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,1.0,1.0,1.0,0.0,1.0,0.577350269189626,1.0,4,10,0,0
2793,2017-10-21,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,2.0,1.0,1.0,1.0,0.8571428571428571,0.6900655593423544,-2.0,5,10,1,0
2803,2017-10-22,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,2.0,1.0,1.0,0.8571428571428571,0.6900655593423544,1.0,6,10,1,0
2813,2017-10-23,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,0.0,2.0,0.0,1.0,0.577350269189626,0.0,0,10,0,0
2823,2017-10-24,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,1.0,0.0,1.0,1.0,0.577350269189626,0.0,1,10,0,0
2833,2017-10-25,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.6900655593423544,-1.0,2,10,0,0
2843,2017-10-26,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.7559289460184546,0.0,3,10,0,0
2853,2017-10-27,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,0.0,1.0,2.0,0.5714285714285714,0.534522483824849,1.0,4,10,0,0
2863,2017-10-28,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.534522483824849,-1.0,5,10,1,0
2873,2017-10-29,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,1.0,0.0,1.0,0.42857142857142855,0.534522483824849,0.0,6,10,1,0
2883,2017-10-30,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,1.0,1.0,0.2857142857142857,0.4879500364742668,0.0,0,10,0,0
2893,2017-10-31,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.3779644730092275,0.0,1,10,0,0
2903,2017-11-01,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.7867957924694434,2.0,2,11,0,1
2913,2017-11-02,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,2.0,0.0,0.0,0.0,0.42857142857142855,0.7867957924694434,-2.0,3,11,0,1
2923,2017-11-03,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,2.0,0.0,1.0,0.42857142857142855,0.7867957924694434,1.0,4,11,0,1
2933,2017-11-04,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,0.0,2.0,0.0,0.42857142857142855,0.7867957924694434,-1.0,5,11,1,1
2943,2017-11-05,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.7867957924694434,0.0,6,11,1,1
2953,2017-11-06,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.7867957924694434,1.0,0,11,0,1
2963,2017-11-07,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.7867957924694434,-1.0,1,11,0,1
2973,2017-11-08,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,1.0,0.0,2.0,0.2857142857142857,0.48795003647426677,0.0,2,11,0,1
2983,2017-11-09,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.534522483824849,1.0,3,11,0,1
2993,2017-11-10,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,0.48795003647426677,-1.0,4,11,0,1
3003,2017-11-11,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.48795003647426677,0.0,5,11,1,1
3013,2017-11-12,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.48795003647426677,0.0,6,11,1,1
3023,2017-11-13,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.37796447300922736,0.0,0,11,0,1
3033,2017-11-14,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922736,0.0,1,11,0,1
3043,2017-11-15,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922736,0.0,2,11,0,1
3053,2017-11-16,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,11,0,1
3063,2017-11-17,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,1.0,4,11,0,1
3073,2017-11-18,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.4879500364742666,0.0,5,11,1,1
3083,2017-11-19,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,1.0,0.0,0.0,0.2857142857142857,0.48795003647426666,-1.0,6,11,1,1
3093,2017-11-20,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,1.0,1.0,0.0,0.42857142857142855,0.5345224838248488,1.0,0,11,0,1
3103,2017-11-21,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,0.0,1.0,0.0,0.42857142857142855,0.5345224838248488,-1.0,1,11,0,1
3113,2017-11-22,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.5345224838248488,0.0,2,11,0,1
3123,2017-11-23,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.5345224838248488,0.0,3,11,0,1
3133,2017-11-24,d1c427060a0f73f6b889a5c7c61f2ac4,4.0,0.0,0.0,0.0,1.0,0.8571428571428571,1.4638501094227998,4.0,4,11,0,1
3143,2017-11-25,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,4.0,0.0,0.0,1.0,1.0,1.5275252316519468,-2.0,5,11,1,1
3153,2017-11-26,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,2.0,4.0,0.0,0.0,1.1428571428571428,1.4638501094227998,-1.0,6,11,1,1
3163,2017-11-27,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,1.0,2.0,4.0,1.0,1.2857142857142858,1.4960264830861913,1.0,0,11,0,1
3173,2017-11-28,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,2.0,1.0,2.0,0.0,1.4285714285714286,1.3972762620115438,-1.0,1,11,0,1
3183,2017-11-29,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,2.0,1.0,0.0,1.4285714285714286,1.3972762620115438,-1.0,2,11,0,1
3193,2017-11-30,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,1.0,2.0,0.0,1.4285714285714286,1.3972762620115438,0.0,3,11,0,1
3203,2017-12-01,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,1.0,4.0,0.8571428571428571,0.8997354108424377,0.0,4,12,0,0
3213,2017-12-02,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,0.0,0.0,2.0,0.7142857142857143,0.7559289460184548,1.0,5,12,1,0
3223,2017-12-03,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,0.0,0.0,1.0,0.5714285714285714,0.7867957924694436,-1.0,6,12,1,0
3233,2017-12-04,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,1.0,0.0,2.0,0.42857142857142855,0.5345224838248497,1.0,0,12,0,0
3243,2017-12-05,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,0.0,1.0,1.0,0.42857142857142855,0.5345224838248497,0.0,1,12,0,0
3253,2017-12-06,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,1.0,0.0,0.0,0.42857142857142855,0.5345224838248497,-1.0,2,12,0,0
3263,2017-12-07,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,0.0,1.0,1.0,0.0,0.7142857142857143,0.7559289460184548,2.0,3,12,0,0
3273,2017-12-08,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,2.0,0.0,1.0,0.0,0.7142857142857143,0.7559289460184548,-2.0,4,12,0,0
3283,2017-12-09,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,0.0,2.0,0.0,1.0,0.8571428571428571,0.8997354108424377,2.0,5,12,1,0
3293,2017-12-10,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,2.0,0.0,2.0,0.0,1.0,0.8164965809277263,-1.0,6,12,1,0
3303,2017-12-11,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,2.0,0.0,1.0,0.8571428571428571,0.8997354108424377,-1.0,0,12,0,0
3313,2017-12-12,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,1.0,2.0,1.0,0.7142857142857143,0.9511897312113422,0.0,1,12,0,0
3323,2017-12-13,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2,12,0,0
3333,2017-12-14,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,2.0,0.0,0.0,2.0,0.7142857142857143,0.9511897312113421,-2.0,3,12,0,0
3343,2017-12-15,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,2.0,0.0,0.0,0.7142857142857143,0.9511897312113421,0.0,4,12,0,0
3353,2017-12-16,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,2.0,2.0,0.42857142857142855,0.7867957924694436,0.0,5,12,1,0
3363,2017-12-17,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.7559289460184551,0.0,6,12,1,0
3373,2017-12-18,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184551,0.0,0,12,0,0
3383,2017-12-19,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.7867957924694436,1.0,1,12,0,0
3393,2017-12-20,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,1.0,0.0,0.0,2.0,0.42857142857142855,0.7867957924694436,1.0,2,12,0,0
3403,2017-12-21,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,2.0,1.0,0.0,0.0,0.5714285714285714,0.7867957924694435,-1.0,3,12,0,0
3413,2017-12-22,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,1.0,2.0,1.0,0.0,0.8571428571428571,0.8997354108424375,1.0,4,12,0,0
3423,2017-12-23,d1c427060a0f73f6b889a5c7c61f2ac4,4.0,2.0,1.0,2.0,0.0,1.4285714285714286,1.3972762620115435,2.0,5,12,1,0
3433,2017-12-24,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,4.0,2.0,1.0,0.0,1.4285714285714286,1.3972762620115435,-4.0,6,12,1,0
3443,2017-12-25,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,4.0,2.0,0.0,1.4285714285714286,1.3972762620115435,0.0,0,12,0,0
3453,2017-12-26,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,0.0,4.0,1.0,1.4285714285714286,1.3972762620115435,1.0,1,12,0,0
3463,2017-12-27,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,0.0,0.0,2.0,1.2857142857142858,1.3801311186847083,0.0,2,12,0,0
3473,2017-12-28,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,1.0,0.0,1.0,1.2857142857142858,1.3801311186847083,0.0,3,12,0,0
3483,2017-12-29,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,1.0,1.0,2.0,1.0,1.4142135623730951,-1.0,4,12,0,0
3493,2017-12-30,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,1.0,1.0,4.0,0.42857142857142855,0.5345224838248498,0.0,5,12,1,0
3503,2017-12-31,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.5345224838248498,0.0,6,12,1,0
3513,2018-01-01,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5345224838248498,0.0,0,1,0,0
3523,2018-01-02,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.4879500364742679,0.0,1,1,0,0
3533,2018-01-03,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.37796447300922925,0.0,2,1,0,0
3543,2018-01-04,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1,0,0
3553,2018-01-05,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,1.0,4,1,0,0
3563,2018-01-06,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,5,1,1,0
3573,2018-01-07,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,6,1,1,0
3583,2018-01-08,d1c427060a0f73f6b889a5c7c61f2ac4,5.0,0.0,0.0,1.0,0.0,0.8571428571428571,1.864454471471609,5.0,0,1,0,0
3593,2018-01-09,d1c427060a0f73f6b889a5c7c61f2ac4,3.0,5.0,0.0,0.0,0.0,1.2857142857142858,1.9760470401187076,-2.0,1,1,0,0
3603,2018-01-10,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,3.0,5.0,0.0,0.0,1.4285714285714286,1.902379462422684,-2.0,2,1,0,0
3613,2018-01-11,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,3.0,5.0,0.0,1.4285714285714286,1.902379462422684,-1.0,3,1,0,0
3623,2018-01-12,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,1.0,3.0,1.0,1.2857142857142858,1.9760470401187076,0.0,4,1,0,0
3633,2018-01-13,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,0.0,1.0,0.0,1.4285714285714286,1.902379462422684,1.0,5,1,1,0
3643,2018-01-14,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,0.0,0.0,0.0,1.4285714285714286,1.902379462422684,-1.0,6,1,1,0
3653,2018-01-15,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,1.0,0.0,5.0,0.8571428571428571,1.0690449676496978,1.0,0,1,0,0
3663,2018-01-16,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,0.0,1.0,3.0,0.5714285714285714,0.534522483824849,0.0,1,1,0,0
3673,2018-01-17,d1c427060a0f73f6b889a5c7c61f2ac4,3.0,1.0,1.0,0.0,1.0,0.8571428571428571,1.0690449676496978,2.0,2,1,0,0
3683,2018-01-18,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,3.0,1.0,1.0,0.0,1.0,1.0000000000000002,-2.0,3,1,0,0
3693,2018-01-19,d1c427060a0f73f6b889a5c7c61f2ac4,3.0,1.0,3.0,1.0,0.0,1.4285714285714286,1.133893419027682,2.0,4,1,0,0
3703,2018-01-20,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,3.0,1.0,3.0,1.0,1.5714285714285714,1.133893419027682,-1.0,5,1,1,0
3713,2018-01-21,d1c427060a0f73f6b889a5c7c61f2ac4,4.0,2.0,3.0,1.0,0.0,2.142857142857143,1.2149857925879122,2.0,6,1,1,0
3723,2018-01-22,d1c427060a0f73f6b889a5c7c61f2ac4,3.0,4.0,2.0,3.0,1.0,2.4285714285714284,1.133893419027682,-1.0,0,1,0,0
3733,2018-01-23,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,3.0,4.0,2.0,1.0,2.4285714285714284,1.133893419027682,-2.0,1,1,0,0
3743,2018-01-24,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,3.0,4.0,3.0,2.142857142857143,1.2149857925879122,0.0,2,1,0,0
3753,2018-01-25,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,1.0,3.0,1.0,2.142857142857143,1.2149857925879122,0.0,3,1,0,0
3763,2018-01-26,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,1.0,1.0,1.0,3.0,2.0,1.1547005383792517,1.0,4,1,0,0
3773,2018-01-27,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,2.0,1.0,1.0,2.0,1.8571428571428572,1.2149857925879122,-1.0,5,1,1,0
3783,2018-01-28,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,1.0,2.0,1.0,4.0,1.5714285714285714,0.7867957924694436,1.0,6,1,1,0
3793,2018-01-29,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,2.0,1.0,2.0,3.0,1.4285714285714286,0.5345224838248495,0.0,0,1,0,0
3803,2018-01-30,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,2.0,2.0,1.0,1.0,1.4285714285714286,0.5345224838248495,-1.0,1,1,0,0
3813,2018-01-31,d1c427060a0f73f6b889a5c7c61f2ac4,5.0,1.0,2.0,2.0,1.0,2.0,1.4142135623730951,4.0,2,1,0,0
3823,2018-02-01,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,5.0,1.0,2.0,1.0,2.142857142857143,1.3451854182690988,-3.0,3,2,0,0
3833,2018-02-02,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,2.0,5.0,1.0,2.0,2.0,1.4142135623730951,-1.0,4,2,0,0
3843,2018-02-03,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,1.0,2.0,5.0,1.0,2.142857142857143,1.3451854182690988,1.0,5,2,1,0
3853,2018-02-04,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,2.0,1.0,2.0,2.0,1.8571428571428572,1.5735915849388864,-2.0,6,2,1,0
3863,2018-02-05,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,2.0,1.0,2.0,1.5714285714285714,1.7182493859684493,0.0,0,2,0,0
3873,2018-02-06,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,0.0,2.0,1.0,1.5714285714285714,1.7182493859684493,1.0,1,2,0,0
3883,2018-02-07,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,0.0,0.0,5.0,1.0,0.8164965809277264,0.0,2,2,0,0
3893,2018-02-08,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,1.0,0.0,2.0,0.8571428571428571,0.6900655593423546,0.0,3,2,0,0
3903,2018-02-09,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.6900655593423546,0.0,4,2,0,0
3913,2018-02-10,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,1.0,1.0,1.0,2.0,0.8571428571428571,0.6900655593423546,1.0,5,2,1,0
3923,2018-02-11,d1c427060a0f73f6b889a5c7c61f2ac4,3.0,2.0,1.0,1.0,0.0,1.2857142857142858,0.9511897312113423,1.0,6,2,1,0
3933,2018-02-12,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,3.0,2.0,1.0,0.0,1.4285714285714286,0.7867957924694438,-2.0,0,2,0,0
3943,2018-02-13,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,3.0,2.0,1.0,1.2857142857142858,0.9511897312113423,-1.0,1,2,0,0
3953,2018-02-14,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,0.0,1.0,3.0,1.0,1.4285714285714286,0.9759000729485338,2.0,2,2,0,0
3963,2018-02-15,d1c427060a0f73f6b889a5c7c61f2ac4,3.0,2.0,0.0,1.0,1.0,1.7142857142857142,1.1126972805283741,1.0,3,2,0,0
3973,2018-02-16,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,3.0,2.0,0.0,1.0,1.5714285714285714,1.272418020560704,-3.0,4,2,0,0
3983,2018-02-17,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,0.0,3.0,2.0,2.0,1.5714285714285714,1.272418020560704,2.0,5,2,1,0
3993,2018-02-18,d1c427060a0f73f6b889a5c7c61f2ac4,3.0,2.0,0.0,3.0,3.0,1.5714285714285714,1.272418020560704,1.0,6,2,1,0
4003,2018-02-19,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,3.0,2.0,0.0,1.0,1.7142857142857142,1.2535663410560178,-1.0,0,2,0,0
4013,2018-02-20,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,2.0,3.0,2.0,0.0,1.8571428571428572,1.069044967649698,-1.0,1,2,0,0
4023,2018-02-21,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,2.0,3.0,2.0,1.5714285714285714,1.272418020560704,-1.0,2,2,0,0
4033,2018-02-22,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,1.0,2.0,3.0,1.2857142857142858,1.1126972805283741,1.0,3,2,0,0
4043,2018-02-23,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,0.0,1.0,0.0,1.2857142857142858,1.1126972805283741,-1.0,4,2,0,0
4053,2018-02-24,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,1.0,0.0,2.0,1.0,1.1547005383792521,0.0,5,2,1,0
4063,2018-02-25,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,1.0,3.0,0.5714285714285714,0.786795792469444,0.0,6,2,1,0
4073,2018-02-26,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,0.0,0.0,2.0,0.42857142857142855,0.53452248382485,1.0,0,2,0,0
4083,2018-02-27,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,0.487950036474268,-1.0,1,2,0,0
4093,2018-02-28,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.53452248382485,1.0,2,2,0,0
4103,2018-03-01,d1c427060a0f73f6b889a5c7c61f2ac4,3.0,1.0,0.0,1.0,1.0,0.7142857142857143,1.1126972805283741,2.0,3,3,0,0
4113,2018-03-02,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,3.0,1.0,0.0,0.0,0.8571428571428571,1.069044967649698,-2.0,4,3,0,0
4123,2018-03-03,d1c427060a0f73f6b889a5c7c61f2ac4,3.0,1.0,3.0,1.0,0.0,1.2857142857142858,1.2535663410560178,2.0,5,3,1,0
4133,2018-03-04,d1c427060a0f73f6b889a5c7c61f2ac4,1.0,3.0,1.0,3.0,0.0,1.4285714285714286,1.133893419027682,-2.0,6,3,1,0
4143,2018-03-05,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,1.0,3.0,1.0,1.0,1.5714285714285714,1.133893419027682,1.0,0,3,0,0
4153,2018-03-06,d1c427060a0f73f6b889a5c7c61f2ac4,4.0,2.0,1.0,3.0,0.0,2.142857142857143,1.2149857925879117,2.0,1,3,0,0
4163,2018-03-07,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,4.0,2.0,1.0,1.0,2.0,1.4142135623730951,-4.0,2,3,0,0
4173,2018-03-08,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,4.0,2.0,3.0,1.5714285714285714,1.511857892036909,0.0,3,3,0,0
4183,2018-03-09,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,4.0,1.0,1.4285714285714286,1.6183471874253743,0.0,4,3,0,0
4193,2018-03-10,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,0.0,3.0,1.0,1.527525231651947,0.0,5,3,1,0
4203,2018-03-11,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,0.0,1.0,0.8571428571428571,1.5735915849388868,0.0,6,3,1,0
4213,2018-03-12,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,0.0,2.0,0.5714285714285714,1.5118578920369097,0.0,0,3,0,0
4223,2018-03-13,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1,3,0,0
4233,2018-03-14,d1c427060a0f73f6b889a5c7c61f2ac4,4.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.511857892036909,4.0,2,3,0,0
4243,2018-03-15,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,4.0,0.0,0.0,0.0,0.5714285714285714,1.511857892036909,-4.0,3,3,0,0
4253,2018-03-16,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,0.0,4.0,0.0,0.0,0.8571428571428571,1.5735915849388864,2.0,4,3,0,0
4263,2018-03-17,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,2.0,0.0,4.0,0.0,0.8571428571428571,1.5735915849388864,-2.0,5,3,1,0
4273,2018-03-18,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,0.0,2.0,0.0,0.0,1.1428571428571428,1.5735915849388864,2.0,6,3,1,0
4283,2018-03-19,d1c427060a0f73f6b889a5c7c61f2ac4,5.0,2.0,0.0,2.0,0.0,1.8571428571428572,2.0354009783964297,3.0,0,3,0,0
4293,2018-03-20,d1c427060a0f73f6b889a5c7c61f2ac4,3.0,5.0,2.0,0.0,0.0,2.2857142857142856,1.889822365046136,-2.0,1,3,0,0
4303,2018-03-21,d1c427060a0f73f6b889a5c7c61f2ac4,2.0,3.0,5.0,2.0,4.0,2.0,1.7320508075688772,-1.0,2,3,0,0
4313,2018-03-22,d1c427060a0f73f6b889a5c7c61f2ac4,0.0,2.0,3.0,5.0,0.0,2.0,1.7320508075688772,-2.0,3,3,0,0
